"Individuo","IEP","OP","SC","EdP","ÉpP","AP","DA"
"V.534",369,"3","Hembra",1630,"Transición","1943",85
"V.534",317,"4","Hembra",1999,"Transición","1944",33
"V.534",353,"5","Macho",2316,"Transición","1945",69
"V.534",333,"6","Hembra",2669,"Lluvia","1946",49
"V.534",505,"7","Hembra",3002,"Lluvia","1947",221
"V.534",514,"8","Hembra",3507,"Sequía","1949",230
"V.535",445,"1","Hembra",913,"Sequía","1942",161
"V.536",340,"1","Macho",908,"Transición","1943",56
"V.539",308,"1","Hembra",1032,"Sequía","1943",24
"V.539",389,"2","Hembra",1340,"Transición","1943",111
"V.539",376,"3","Macho",1735,"Transición","1944",92
"V.539",349,"4","Macho",2111,"Transición","1945",65
"V.539",340,"5","Macho",2460,"Transición","1946",56
"V.541",342,"1","Macho",954,"Transición","1942",58
"V.541",359,"2","Macho",1296,"Transición","1943",75
"V.541",347,"3","Macho",1655,"Transición","1944",63
"V.541",326,"4","Hembra",2002,"Lluvia","1945",42
"V.541",365,"5","Hembra",2328,"Lluvia","1946",81
"V.541",375,"7","Macho",2990,"Transición","1948",91
"V.541",491,"8","Macho",3365,"Transición","1949",207
"V.541",326,"9","Hembra",3856,"Transición","1950",42
"V.542",365,"1","Hembra",852,"Lluvia","1942",81
"V.542",343,"2","Macho",1217,"Lluvia","1943",59
"V.542",321,"3","Hembra",1560,"Transición","1944",37
"V.542",400,"4","Macho",1881,"Transición","1945",116
"V.542",439,"5","Hembra",2281,"Transición","1946",155
"V.542",440,"6","Hembra",2720,"Lluvia","1947",156
"V.542",353,"7","Macho",3160,"Transición","1948",69
"V.542",328,"8","Macho",3513,"Transición","1949",44
"V.544",329,"1","Hembra",837,"Transición","1942",45
"V.544",358,"2","Macho",1166,"Transición","1943",74
"V.544",390,"4","Macho",1884,"Transición","1945",106
"V.544",379,"5","Hembra",2274,"Transición","1946",95
"V.545",399,"1","Macho",1289,"Transición","1943",115
"V.545",386,"2","Hembra",1688,"Sequía","1945",102
"V.548",459,"1","Hembra",845,"Lluvia","1942",175
"V.548",393,"2","Macho",1304,"Transición","1943",109
"V.548",429,"3","Macho",1697,"Transición","1944",145
"V.548",520,"5","Hembra",2665,"Lluvia","1947",236
"V.549",434,"2","Hembra",1103,"Sequía","1943",150
"V.549",326,"3","Hembra",1537,"Transición","1944",42
"V.549",396,"4","Hembra",1863,"Transición","1945",112
"V.549",519,"5","Macho",2259,"Transición","1946",235
"V.549",521,"6","Hembra",2778,"Transición","1947",237
"V.549",403,"7","Hembra",3299,"Transición","1949",119
"V.549",354,"8","Hembra",3702,"Transición","1950",70
"V.550",319,"1","Macho",819,"Transición","1942",35
"V.550",356,"2","Hembra",1138,"Transición","1943",72
"V.550",341,"3","Hembra",1494,"Transición","1944",57
"V.550",384,"4","Hembra",1835,"Transición","1945",100
"V.550",330,"5","Hembra",2219,"Transición","1946",46
"V.551",360,"3","Hembra",1651,"Transición","1944",76
"V.551",333,"4","Macho",2011,"Transición","1945",49
"V.551",348,"6","Macho",3145,"Transición","1948",64
"V.552",360,"1","Macho",914,"Transición","1942",76
"V.552",333,"2","Macho",1274,"Transición","1943",49
"V.552",364,"3","Hembra",1607,"Transición","1944",80
"V.552",341,"4","Hembra",1971,"Transición","1945",57
"V.552",362,"5","Hembra",2312,"Lluvia","1946",78
"V.552",431,"6","Hembra",2674,"Lluvia","1947",147
"V.552",315,"9","Hembra",4521,"Lluvia","1952",31
"V.552",381,"10","Hembra",4836,"Lluvia","1953",97
"V.552",361,"11","Macho",5217,"Lluvia","1954",77
"V.553",354,"1","Macho",656,"Sequía","1942",70
"V.554",399,"1","Hembra",1304,"Transición","1943",115
"V.558",433,"2","Hembra",1650,"Transición","1944",149
"V.558",385,"3","Macho",2083,"Sequía","1946",101
"V.558",427,"4","Macho",2468,"Sequía","1947",143
"V.558",358,"5","Hembra",2895,"Transición","1948",74
"V.559",322,"1","Macho",993,"Sequía","1943",38
"V.559",439,"2","Hembra",1315,"Transición","1943",155
"V.559",527,"4","Hembra",2445,"Sequía","1947",243
"V.559",342,"5","Macho",2972,"Transición","1948",58
"V.561",348,"1","Hembra",763,"Transición","1942",64
"V.561",335,"2","Macho",1111,"Transición","1943",51
"V.561",403,"3","Macho",1446,"Transición","1944",119
"V.561",389,"4","Macho",1849,"Transición","1945",105
"V.561",406,"5","Macho",2238,"Transición","1946",122
"V.562",323,"1","Macho",708,"Transición","1942",39
"V.562",368,"3","Macho",1755,"Transición","1945",84
"V.562",341,"4","Hembra",2123,"Transición","1946",57
"V.562",318,"5","Hembra",2464,"Transición","1947",34
"V.563",395,"1","Macho",738,"Transición","1942",111
"V.563",367,"2","Macho",1133,"Lluvia","1943",83
"V.563",400,"3","Macho",1500,"Lluvia","1944",116
"V.564",333,"1","Macho",974,"Transición","1942",49
"V.564",407,"2","Macho",1307,"Transición","1943",123
"V.564",335,"4","Macho",2284,"Lluvia","1946",51
"V.564",337,"5","Hembra",2619,"Transición","1947",53
"V.564",342,"6","Hembra",2956,"Transición","1948",58
"V.565",384,"2","Hembra",1436,"Sequía","1944",100
"V.565",341,"3","Hembra",1820,"Transición","1945",57
"V.565",348,"4","Macho",2161,"Sequía","1946",64
"V.565",357,"5","Macho",2509,"Sequía","1947",73
"V.565",510,"6","Macho",2866,"Sequía","1948",226
"V.565",532,"7","Hembra",3376,"Lluvia","1949",248
"V.565",488,"8","Macho",3908,"Transición","1950",204
"V.565",414,"9","Macho",4396,"Transición","1952",130
"V.565",345,"10","Hembra",4810,"Transición","1953",61
"V.565",411,"11","Macho",5155,"Transición","1954",127
"V.567",331,"2","Hembra",1349,"Transición","1943",47
"V.567",423,"4","Hembra",2028,"Transición","1945",139
"V.567",434,"5","Macho",2451,"Sequía","1947",150
"V.567",516,"6","Macho",2885,"Sequía","1948",232
"V.571",334,"1","Macho",805,"Transición","1942",50
"V.571",331,"2","Macho",1139,"Transición","1943",47
"V.571",392,"3","Macho",1470,"Transición","1944",108
"V.571",449,"5","Macho",2135,"Sequía","1946",165
"V.571",380,"6","Macho",2584,"Transición","1947",96
"V.571",348,"7","Macho",2964,"Transición","1948",64
"V.571",363,"8","Macho",3312,"Transición","1949",79
"V.571",429,"10","Hembra",4359,"Sequía","1952",145
"V.571",392,"11","Hembra",4788,"Transición","1953",108
"V.571",326,"12","Hembra",5180,"Transición","1954",42
"V.571",363,"13","Hembra",5506,"Transición","1955",79
"V.571",407,"14","Hembra",5869,"Transición","1956",123
"V.571",327,"15","Hembra",6276,"Transición","1957",43
"V.572",345,"1","Macho",729,"Transición","1942",61
"V.572",354,"2","Macho",1074,"Transición","1943",70
"V.572",333,"3","Macho",1428,"Transición","1944",49
"V.572",531,"4","Hembra",1761,"Transición","1945",247
"V.572",500,"5","Macho",2292,"Lluvia","1946",216
"V.573",325,"1","Hembra",832,"Lluvia","1942",41
"V.573",330,"4","Macho",1841,"Transición","1945",46
"V.573",327,"8","Macho",3679,"Transición","1950",43
"V.573",396,"11","Macho",5200,"Lluvia","1954",112
"V.574",333,"1","Macho",873,"Lluvia","1942",49
"V.574",329,"2","Hembra",1206,"Transición","1943",45
"V.574",325,"3","Hembra",1535,"Transición","1944",41
"V.574",395,"4","Hembra",1860,"Transición","1945",111
"V.574",316,"5","Macho",2255,"Transición","1946",32
"V.574",442,"6","Macho",2571,"Sequía","1947",158
"V.574",368,"8","Macho",3346,"Transición","1949",84
"V.577",348,"1","Hembra",1200,"Transición","1943",64
"V.577",329,"2","Macho",1548,"Transición","1944",45
"V.577",359,"3","Hembra",1877,"Lluvia","1945",75
"V.577",430,"4","Macho",2236,"Lluvia","1946",146
"V.578",345,"1","Macho",891,"Sequía","1943",61
"V.578",325,"4","Hembra",1993,"Sequía","1946",41
"V.578",365,"5","Macho",2318,"Sequía","1947",81
"V.578",445,"6","Hembra",2683,"Sequía","1948",161
"V.578",323,"8","Macho",4412,"Transición","1952",39
"V.578",330,"9","Macho",4735,"Lluvia","1953",46
"V.578",369,"10","Macho",5065,"Lluvia","1954",85
"V.579",328,"1","Macho",654,"Transición","1942",44
"V.579",338,"3","Macho",1646,"Sequía","1945",54
"V.579",494,"5","Macho",2316,"Transición","1946",210
"V.579",325,"7","Hembra",3580,"Transición","1950",41
"V.579",337,"8","Macho",3905,"Transición","1951",53
"V.580",391,"1","Hembra",641,"Transición","1942",107
"V.580",383,"2","Macho",1032,"Transición","1943",99
"V.580",384,"3","Hembra",1415,"Transición","1944",100
"V.580",347,"4","Macho",1799,"Lluvia","1945",63
"V.580",513,"5","Macho",2146,"Transición","1946",229
"V.580",355,"6","Hembra",2659,"Transición","1947",71
"V.581",338,"1","Macho",846,"Sequía","1943",54
"V.581",339,"2","Hembra",1184,"Sequía","1944",55
"V.581",368,"4","Macho",2103,"Lluvia","1946",84
"V.585",369,"2","Macho",887,"Transición","1943",85
"V.585",326,"3","Hembra",1256,"Transición","1944",42
"V.585",475,"5","Macho",2143,"Transición","1946",191
"V.585",336,"6","Macho",2618,"Sequía","1948",52
"V.585",502,"7","Hembra",2954,"Sequía","1949",218
"V.586",485,"4","Macho",2469,"Transición","1947",201
"V.587",432,"1","Macho",904,"Lluvia","1943",148
"V.587",377,"2","Hembra",1336,"Lluvia","1944",93
"V.587",341,"3","Macho",1713,"Transición","1945",57
"V.591",416,"1","Hembra",971,"Lluvia","1943",132
"V.592",488,"1","Macho",896,"Lluvia","1943",204
"V.592",401,"3","Hembra",1733,"Transición","1945",117
"V.599",360,"1","Hembra",1194,"Transición","1944",76
"V.599",328,"2","Macho",1554,"Transición","1945",44
"V.599",357,"3","Macho",1882,"Sequía","1946",73
"V.599",398,"4","Macho",2239,"Sequía","1947",114
"V.599",416,"5","Hembra",2637,"Sequía","1948",132
"V.600",358,"1","Hembra",1172,"Sequía","1944",74
"V.600",361,"2","Macho",1530,"Sequía","1945",77
"V.600",337,"3","Hembra",1891,"Sequía","1946",53
"V.600",381,"4","Hembra",2228,"Sequía","1947",97
"V.600",383,"6","Macho",3366,"Sequía","1950",99
"V.600",343,"7","Hembra",3749,"Transición","1951",59
"V.601",327,"1","Hembra",806,"Transición","1943",43
"V.606",368,"1","Macho",1017,"Lluvia","1943",84
"V.606",325,"2","Macho",1385,"Lluvia","1944",41
"V.606",405,"3","Hembra",1710,"Lluvia","1945",121
"V.606",336,"4","Macho",2115,"Lluvia","1946",52
"V.606",504,"8","Hembra",3519,"Lluvia","1950",220
"V.606",341,"10","Macho",4448,"Sequía","1953",60
"V.607",362,"1","Macho",947,"Transición","1943",78
"V.607",335,"2","Hembra",1309,"Transición","1944",51
"V.607",346,"3","Hembra",1644,"Transición","1945",62
"V.608",498,"1","Macho",964,"Transición","1943",216
"V.608",518,"2","Hembra",1464,"Transición","1944",234
"V.608",354,"4","Macho",2320,"Sequía","1947",70
"V.611",488,"1","Hembra",952,"Transición","1943",204
"V.611",412,"2","Hembra",1440,"Transición","1944",128
"V.611",403,"3","Hembra",1852,"Transición","1945",119
"V.611",370,"4","Macho",2255,"Sequía","1947",86
"V.611",347,"5","Macho",2625,"Sequía","1948",63
"V.611",399,"6","Hembra",2972,"Transición","1948",115
"V.611",365,"7","Hembra",3371,"Sequía","1950",81
"V.611",450,"8","Hembra",3736,"Sequía","1951",166
"V.611",323,"9","Macho",4186,"Transición","1952",39
"V.611",484,"10","Hembra",4509,"Sequía","1953",210
"V.611",384,"11","Hembra",5003,"Lluvia","1954",100
"V.611",361,"12","Hembra",5387,"Lluvia","1955",77
"V.613",391,"1","Macho",1140,"Transición","1943",107
"V.613",369,"3","Macho",2077,"Transición","1946",85
"V.614",424,"1","Macho",1086,"Lluvia","1943",140
"V.614",446,"3","Hembra",1950,"Sequía","1946",162
"V.616",343,"1","Hembra",982,"Sequía","1943",59
"V.616",359,"2","Macho",1325,"Sequía","1944",75
"V.616",436,"3","Hembra",1684,"Sequía","1945",152
"V.616",334,"4","Hembra",2120,"Transición","1946",50
"V.616",397,"5","Macho",2454,"Sequía","1947",113
"V.616",373,"6","Hembra",2851,"Transición","1948",89
"V.616",371,"7","Hembra",3224,"Transición","1949",87
"V.616",329,"8","Hembra",3595,"Transición","1950",45
"V.617",411,"1","Macho",1087,"Lluvia","1943",127
"V.617",531,"2","Hembra",1498,"Lluvia","1944",247
"V.617",374,"3","Hembra",2029,"Sequía","1946",90
"V.617",342,"4","Hembra",2403,"Sequía","1947",58
"V.617",467,"5","Macho",2745,"Sequía","1948",183
"V.617",498,"6","Hembra",3212,"Transición","1949",214
"V.617",344,"7","Macho",3710,"Lluvia","1950",60
"V.617",328,"8","Macho",4054,"Lluvia","1951",44
"V.617",352,"9","Macho",4382,"Lluvia","1952",68
"V.618",465,"1","Macho",910,"Transición","1943",181
"V.618",424,"2","Hembra",1375,"Lluvia","1944",140
"V.618",395,"3","Hembra",1799,"Transición","1945",111
"V.618",420,"4","Hembra",2194,"Transición","1946",136
"V.618",388,"5","Hembra",2614,"Sequía","1948",104
"V.618",322,"6","Macho",3002,"Sequía","1949",38
"V.618",308,"7","Macho",3324,"Sequía","1950",24
"V.618",334,"8","Hembra",3632,"Transición","1950",50
"V.618",335,"9","Hembra",3966,"Transición","1951",51
"V.619",511,"1","Macho",901,"Lluvia","1943",227
"V.620",336,"1","Hembra",882,"Lluvia","1943",52
"V.620",489,"2","Hembra",1218,"Transición","1944",205
"V.620",446,"3","Macho",1707,"Transición","1945",162
"V.620",333,"4","Macho",2153,"Transición","1946",49
"V.622",449,"1","Macho",886,"Lluvia","1943",165
"V.622",383,"2","Macho",1335,"Transición","1944",99
"V.622",336,"3","Hembra",1718,"Transición","1945",52
"V.622",310,"4","Hembra",2054,"Transición","1946",26
"V.622",356,"5","Hembra",2364,"Lluvia","1947",72
"V.622",408,"6","Hembra",2720,"Lluvia","1948",124
"V.623",373,"1","Macho",1382,"Transición","1944",89
"V.623",384,"2","Hembra",1755,"Transición","1945",100
"V.623",388,"3","Macho",2139,"Transición","1946",104
"V.623",464,"4","Hembra",2527,"Sequía","1948",180
"V.623",470,"5","Hembra",2991,"Transición","1949",186
"V.625",340,"2","Macho",1710,"Sequía","1946",56
"V.625",392,"3","Macho",2050,"Transición","1946",108
"V.625",441,"4","Hembra",2442,"Sequía","1948",157
"V.625",415,"5","Hembra",2883,"Sequía","1949",131
"V.628",379,"2","Macho",1949,"Lluvia","1946",95
"V.628",346,"3","Macho",2328,"Lluvia","1947",62
"V.628",439,"4","Macho",2674,"Lluvia","1948",155
"V.628",464,"5","Macho",3113,"Transición","1949",180
"V.628",474,"6","Macho",3577,"Sequía","1951",190
"V.628",413,"7","Hembra",4051,"Transición","1952",129
"V.628",430,"8","Hembra",4464,"Transición","1953",146
"V.628",341,"9","Hembra",4894,"Lluvia","1954",57
"V.631",438,"1","Hembra",906,"Transición","1943",154
"V.631",370,"2","Macho",1344,"Lluvia","1944",86
"V.631",358,"3","Hembra",1714,"Lluvia","1945",74
"V.631",324,"4","Macho",2072,"Lluvia","1946",40
"V.632",396,"2","Macho",1748,"Sequía","1945",112
"V.633",344,"1","Hembra",1042,"Transición","1943",60
"V.633",467,"2","Hembra",1386,"Lluvia","1944",183
"V.633",357,"3","Macho",1853,"Transición","1945",73
"V.633",317,"4","Macho",2210,"Transición","1946",33
"V.633",388,"5","Macho",2527,"Transición","1947",104
"V.633",327,"7","Macho",3250,"Transición","1949",43
"V.634",365,"1","Hembra",800,"Lluvia","1942",81
"V.634",423,"3","Hembra",2050,"Sequía","1946",139
"V.635",430,"1","Hembra",905,"Transición","1943",146
"V.635",441,"2","Hembra",1335,"Lluvia","1944",157
"V.635",332,"3","Macho",1776,"Transición","1945",48
"V.635",370,"4","Hembra",2108,"Lluvia","1946",86
"V.635",364,"6","Macho",3088,"Transición","1949",80
"V.636",425,"1","Hembra",953,"Lluvia","1943",141
"V.637",450,"2","Macho",1436,"Sequía","1945",166
"V.638",434,"1","Hembra",966,"Transición","1943",150
"V.638",340,"2","Macho",1400,"Sequía","1945",56
"V.638",447,"3","Hembra",1740,"Transición","1945",163
"V.638",328,"4","Hembra",2187,"Sequía","1947",44
"V.638",453,"6","Hembra",3203,"Transición","1949",169
"V.638",380,"7","Macho",3656,"Sequía","1951",96
"V.638",410,"8","Macho",4036,"Transición","1952",126
"V.638",400,"9","Hembra",4446,"Transición","1953",116
"V.638",509,"10","Hembra",4846,"Transición","1954",225
"V.638",445,"11","Macho",5355,"Transición","1955",161
"V.638",343,"12","Macho",5800,"Sequía","1957",59
"V.640",375,"1","Macho",918,"Transición","1943",91
"V.640",478,"2","Macho",1293,"Transición","1944",194
"V.640",318,"3","Hembra",1771,"Sequía","1946",34
"V.640",316,"4","Macho",2089,"Sequía","1947",35
"V.640",398,"5","Hembra",2408,"Transición","1947",111
"V.641",398,"1","Macho",1330,"Sequía","1945",114
"V.641",400,"2","Macho",1728,"Sequía","1946",116
"V.641",337,"3","Macho",2128,"Sequía","1947",53
"V.641",418,"4","Macho",2465,"Sequía","1948",134
"V.643",376,"1","Macho",796,"Lluvia","1943",92
"V.643",490,"2","Macho",1172,"Lluvia","1944",206
"V.643",376,"3","Hembra",1662,"Transición","1945",92
"V.643",361,"6","Macho",3381,"Lluvia","1950",77
"V.647",340,"1","Macho",1009,"Sequía","1944",56
"V.647",447,"4","Hembra",3068,"Transición","1949",163
"V.647",365,"5","Hembra",3515,"Sequía","1951",81
"V.647",372,"7","Hembra",4727,"Transición","1954",88
"V.650",371,"1","Hembra",859,"Transición","1943",87
"V.650",383,"3","Hembra",2059,"Sequía","1947",99
"V.651",392,"1","Hembra",979,"Transición","1943",108
"V.651",343,"3","Macho",1754,"Transición","1945",59
"V.651",348,"4","Macho",2097,"Transición","1946",64
"V.651",352,"6","Hembra",2781,"Transición","1948",68
"V.651",345,"7","Macho",3133,"Transición","1949",61
"V.652",450,"1","Macho",794,"Lluvia","1943",166
"V.652",386,"2","Macho",1244,"Transición","1944",102
"V.652",354,"3","Macho",1630,"Transición","1945",70
"V.652",324,"4","Macho",1984,"Transición","1946",40
"V.652",435,"5","Macho",2308,"Lluvia","1947",151
"V.652",323,"6","Macho",2743,"Transición","1948",39
"V.652",494,"7","Macho",3066,"Transición","1949",210
"V.655",338,"1","Macho",1075,"Sequía","1944",54
"V.655",345,"2","Hembra",1413,"Sequía","1945",61
"V.655",348,"3","Macho",1758,"Transición","1945",64
"V.655",366,"4","Macho",2106,"Transición","1946",82
"V.655",337,"5","Macho",2472,"Transición","1947",53
"V.655",405,"6","Macho",2809,"Transición","1948",121
"V.655",347,"7","Hembra",3214,"Transición","1949",63
"V.655",371,"8","Macho",3561,"Transición","1950",87
"V.655",392,"9","Macho",3932,"Transición","1951",108
"V.656",368,"1","Hembra",800,"Lluvia","1943",84
"V.656",521,"3","Macho",1708,"Transición","1945",237
"V.656",409,"6","Macho",3499,"Transición","1950",125
"V.656",361,"7","Hembra",3908,"Sequía","1952",77
"V.657",402,"1","Hembra",897,"Transición","1943",118
"V.657",386,"2","Macho",1299,"Transición","1944",102
"V.657",461,"3","Macho",1685,"Sequía","1946",177
"V.657",455,"4","Macho",2146,"Transición","1947",171
"V.657",471,"5","Macho",2601,"Lluvia","1948",187
"V.658",357,"1","Macho",813,"Lluvia","1943",73
"V.658",352,"3","Hembra",1711,"Sequía","1946",68
"V.659",485,"1","Macho",848,"Transición","1943",201
"V.659",391,"2","Macho",1333,"Transición","1944",107
"V.659",399,"3","Hembra",1724,"Transición","1945",115
"V.659",376,"4","Macho",2123,"Transición","1946",92
"V.659",453,"5","Hembra",2499,"Transición","1947",169
"V.660",429,"1","Macho",825,"Lluvia","1943",145
"V.661",360,"1","Hembra",902,"Transición","1943",76
"V.661",333,"2","Macho",1262,"Transición","1944",49
"V.661",463,"3","Hembra",1595,"Transición","1945",179
"V.661",371,"4","Macho",2058,"Sequía","1947",87
"V.661",327,"7","Macho",3662,"Transición","1951",43
"V.661",383,"8","Macho",3989,"Transición","1952",99
"V.661",377,"9","Macho",4372,"Transición","1953",93
"V.661",315,"10","Macho",4749,"Transición","1954",31
"V.662",442,"1","Hembra",772,"Lluvia","1943",158
"V.662",460,"2","Hembra",1214,"Lluvia","1944",176
"V.662",346,"3","Macho",1674,"Transición","1945",62
"V.662",327,"4","Macho",2020,"Transición","1946",43
"V.662",335,"6","Macho",3066,"Transición","1949",51
"V.662",369,"7","Macho",3401,"Lluvia","1950",85
"V.662",404,"9","Macho",4378,"Transición","1953",120
"V.662",322,"10","Hembra",4782,"Transición","1954",38
"V.663",529,"1","Macho",827,"Transición","1943",245
"V.663",477,"2","Hembra",1356,"Sequía","1945",193
"V.663",432,"3","Macho",1833,"Lluvia","1946",148
"V.663",422,"4","Macho",2265,"Lluvia","1947",138
"V.663",415,"5","Hembra",2687,"Transición","1948",131
"V.664",362,"2","Hembra",1383,"Transición","1945",78
"V.664",364,"3","Macho",1745,"Sequía","1946",80
"V.664",439,"4","Hembra",2109,"Sequía","1947",155
"V.664",345,"5","Macho",2548,"Transición","1948",61
"V.664",445,"6","Hembra",2893,"Transición","1949",161
"V.664",421,"8","Macho",4361,"Transición","1953",137
"V.665",470,"1","Macho",852,"Transición","1943",186
"V.665",359,"2","Macho",1322,"Transición","1944",75
"V.665",382,"3","Macho",1681,"Lluvia","1945",98
"V.665",323,"4","Macho",2063,"Transición","1946",39
"V.666",358,"1","Macho",947,"Sequía","1944",74
"V.667",510,"1","Hembra",1122,"Lluvia","1944",226
"V.669",340,"1","Hembra",961,"Sequía","1944",56
"V.669",364,"3","Hembra",2014,"Sequía","1947",80
"V.669",340,"5","Hembra",2791,"Sequía","1949",56
"V.670",358,"1","Hembra",875,"Transición","1943",74
"V.670",404,"2","Macho",1233,"Transición","1944",120
"V.670",348,"3","Hembra",1637,"Transición","1945",64
"V.670",385,"4","Hembra",1985,"Transición","1946",101
"V.670",356,"6","Macho",3301,"Lluvia","1950",72
"V.670",433,"7","Hembra",3657,"Lluvia","1951",149
"V.671",502,"1","Macho",808,"Lluvia","1943",218
"V.671",460,"3","Macho",1926,"Lluvia","1946",176
"V.671",369,"4","Macho",2386,"Sequía","1948",85
"V.674",332,"3","Macho",1677,"Sequía","1946",48
"V.674",347,"4","Hembra",2009,"Sequía","1947",63
"V.674",451,"6","Macho",3873,"Sequía","1952",167
"V.675",377,"5","Macho",4074,"Transición","1952",93
"V.677",351,"3","Hembra",3159,"Transición","1950",67
"V.677",369,"4","Macho",3510,"Transición","1951",85
"V.677",336,"5","Hembra",3879,"Transición","1952",52
"V.677",335,"6","Hembra",4215,"Transición","1953",51
"V.677",333,"7","Hembra",4550,"Transición","1954",49
"V.678",381,"1","Hembra",912,"Sequía","1944",97
"V.678",467,"2","Macho",1293,"Sequía","1945",183
"V.678",367,"3","Hembra",1760,"Transición","1946",83
"V.679",393,"1","Hembra",1041,"Lluvia","1944",109
"V.679",350,"2","Hembra",1434,"Transición","1945",66
"V.679",386,"3","Hembra",1784,"Transición","1946",102
"V.679",375,"4","Hembra",2170,"Transición","1947",91
"V.679",347,"5","Hembra",2545,"Transición","1948",63
"V.679",490,"6","Macho",2892,"Transición","1949",206
"V.679",349,"7","Hembra",3382,"Sequía","1951",65
"V.679",440,"9","Macho",4029,"Transición","1952",156
"V.679",327,"10","Hembra",4469,"Sequía","1954",43
"V.679",363,"11","Macho",4796,"Sequía","1955",79
"V.680",407,"1","Hembra",1678,"Lluvia","1946",123
"V.681",458,"1","Hembra",747,"Lluvia","1943",174
"V.681",400,"2","Macho",1205,"Transición","1944",116
"V.681",463,"3","Macho",1605,"Transición","1945",179
"V.681",396,"5","Hembra",2349,"Sequía","1948",112
"V.681",506,"6","Macho",2745,"Sequía","1949",222
"V.682",443,"1","Macho",721,"Lluvia","1943",159
"V.682",500,"2","Hembra",1164,"Lluvia","1944",216
"V.682",434,"3","Hembra",1664,"Sequía","1946",150
"V.682",465,"4","Macho",2098,"Transición","1947",181
"V.682",379,"5","Macho",2563,"Lluvia","1948",95
"V.682",354,"6","Hembra",2942,"Lluvia","1949",70
"V.683",352,"1","Macho",1633,"Sequía","1946",68
"V.683",336,"2","Hembra",1985,"Sequía","1947",52
"V.683",448,"3","Hembra",2321,"Sequía","1948",164
"V.683",431,"4","Hembra",2769,"Transición","1949",147
"V.685",377,"1","Macho",876,"Sequía","1944",93
"V.685",437,"2","Hembra",1253,"Sequía","1945",153
"V.685",528,"4","Hembra",2273,"Transición","1947",244
"V.685",482,"5","Hembra",2801,"Transición","1949",198
"V.685",331,"7","Macho",3942,"Lluvia","1952",47
"V.685",358,"8","Macho",4273,"Transición","1953",74
"V.686",354,"1","Macho",943,"Transición","1944",70
"V.686",390,"2","Macho",1297,"Transición","1945",106
"V.686",403,"3","Macho",1687,"Transición","1946",119
"V.686",505,"6","Hembra",3343,"Transición","1950",221
"V.686",362,"7","Macho",3848,"Transición","1952",78
"V.686",346,"8","Hembra",4210,"Transición","1953",62
"V.686",405,"9","Macho",4556,"Transición","1954",121
"V.686",514,"10","Hembra",4961,"Transición","1955",230
"V.686",463,"11","Macho",5475,"Transición","1956",179
"V.688",487,"1","Hembra",1011,"Lluvia","1944",203
"V.688",332,"2","Hembra",1498,"Transición","1945",48
"V.688",349,"4","Macho",2804,"Lluvia","1949",65
"V.688",375,"5","Macho",3153,"Lluvia","1950",91
"V.688",330,"6","Hembra",3528,"Lluvia","1951",46
"V.688",405,"7","Macho",3858,"Transición","1952",121
"V.688",314,"8","Hembra",4263,"Lluvia","1953",30
"V.688",468,"9","Hembra",4577,"Transición","1954",184
"V.688",383,"10","Macho",5045,"Lluvia","1955",99
"V.688",354,"11","Macho",5428,"Transición","1956",70
"V.689",359,"1","Macho",993,"Lluvia","1944",75
"V.689",318,"2","Hembra",1352,"Lluvia","1945",34
"V.689",438,"3","Hembra",1670,"Transición","1946",154
"V.690",357,"1","Macho",961,"Lluvia","1944",73
"V.690",353,"2","Hembra",1318,"Lluvia","1945",69
"V.690",338,"3","Macho",1671,"Transición","1946",54
"V.690",347,"4","Macho",2009,"Transición","1947",63
"V.691",322,"1","Macho",955,"Sequía","1944",38
"V.691",378,"2","Hembra",1277,"Sequía","1945",94
"V.691",342,"4","Macho",2243,"Lluvia","1947",58
"V.691",488,"5","Macho",2585,"Lluvia","1948",204
"V.691",324,"6","Macho",3073,"Transición","1949",40
"V.692",386,"1","Hembra",886,"Sequía","1944",102
"V.692",435,"2","Hembra",1272,"Sequía","1945",151
"V.692",531,"4","Hembra",2316,"Sequía","1948",247
"V.694",440,"1","Hembra",1066,"Transición","1944",156
"V.696",385,"1","Hembra",1750,"Lluvia","1946",101
"V.696",417,"3","Macho",3105,"Transición","1950",133
"V.696",439,"4","Hembra",3522,"Transición","1951",155
"V.696",357,"5","Hembra",3961,"Lluvia","1952",73
"V.696",360,"6","Macho",4318,"Lluvia","1953",76
"V.696",352,"7","Hembra",4678,"Lluvia","1954",68
"V.696",398,"8","Macho",5030,"Lluvia","1955",114
"V.697",345,"1","Macho",867,"Sequía","1944",61
"V.697",360,"2","Macho",1212,"Sequía","1945",76
"V.697",354,"3","Macho",1572,"Sequía","1946",70
"V.697",321,"4","Hembra",1926,"Sequía","1947",37
"V.697",340,"5","Hembra",2247,"Sequía","1948",56
"V.698",450,"1","Macho",863,"Lluvia","1943",166
"V.698",415,"2","Macho",1313,"Transición","1944",131
"V.699",486,"1","Hembra",974,"Lluvia","1944",202
"V.699",400,"2","Macho",1460,"Transición","1945",116
"V.701",333,"1","Macho",847,"Transición","1944",49
"V.701",353,"2","Hembra",1180,"Sequía","1945",69
"V.702",444,"1","Hembra",1119,"Transición","1944",160
"V.702",356,"2","Macho",1563,"Sequía","1946",72
"V.702",356,"3","Hembra",1919,"Sequía","1947",72
"V.704",381,"1","Macho",788,"Sequía","1944",97
